NTD_ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier
8R03-80125,8R03-016,South Central Adult Services,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,298,Valley City,ND,58072,,8,http://www.southcentralseniors.org,,121197115,,,,,,,,,32,2,34,,,
8R03-80129,8R03-014,Pembina County Meals and Transportation,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,200 N Main St,,9,Drayton,ND,58225,,8,www.pembinacountynd.gov,,168525715,,,,,,,,,6,,6,,,
8R03-80130,8R03-003,Dickey County Senior Citizens,Dickey County Transportation,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,513,Ellendale,ND,58436,213,8,www.dickeycountytransportation.com,,166262766,,,,,,,,,2,,2,,,
8R03-80152,8R03-043,Nutrition United,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,274,Rolla,ND,58367,,8,,,181031162,,,,,,,,,5,,5,,,
8R03-80160,8R03-022,Williston Council for the Aging ,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,18 Main,,,Williston,ND,58801,,8,,,136008542,,,,,,,,,8,,8,,,
8R03-80196,8R03-027,Kenmare Wheels & Meals,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,481,Kenmare,ND,58746,481,8,http://www.wheelsandmeals.org,,612441642,,,,,,,,,2,,2,,,
8R03-80228,8R03-008,Kidder-Emmons County Senior Services ,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,202 1st  AVE NW,,,Steele,ND,58482,,8,,,127697147,,,,,,,,,3,,3,,,
8R03-80233,8R03-038,Cavalier County Senior Meals & Services,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,211 8th Ave,,,Langdon,ND,58249,,8,http://ec2-52-1-229-176.compute-1.amazonaws.com/ccsms/Cavalier-County-Transit,,049605470,,,,,,,,,3,,3,,,
8R03-80238,8R03-021,West River Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,3750 E Rosser Ave,,,Bismarck,ND,58501,,8,www.westrivertransit.com,,099060394,,,,,,,,,20,,20,,,
8R03-80249,8R03-036,Benson County Transportation,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,105 Central Ave,Suite 201,306,Maddock,ND,58348,,8,http://www.bensoncountytransportation.com,,196346394,,,,,,,,,4,,4,,,
8R03-80250,8R03-012,Nelson County Council On Aging ,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,613,McVille,ND,58254,,8,NA,,964352285,,,,,,,,,2,,2,,,
8R03-80261,8R03-037,Can-Do Transportation,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,200 N Main St,,9,Rolla,ND,58367,,8,,,966540333,,,,,,,,,2,,2,,,
8R03-80268,8R03-017,Southwest Transportation Services,Southwest Transit,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,18 11th Ave SW #1,,,Bowman,ND,58623,,8,https://www.facebook.com/southwestpublictranst/,,041277257,,,,,,,,,8,,8,,,
8R03-80270,8R03-002,Golden Valley/Billings County Council On Aging,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,434,Beach,ND,58621,434,8,,,964393420,,,,,,,,,5,,5,,,
8R03-80290,8R03-035,Hazen Busing Project,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,717,Hazen,ND,58545,,8,www.hazennd.org,,035969323,,,,,,,,,4,,4,,,
8R03-80296,8R03-018,Walsh County Transportation Program ,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,620,Park River,ND,58270,,8,,,020477659,,,,,,,,,4,,4,,,
8R03-80302,8R03-015,Souris Basin Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,2211,Minot,ND,58702,,8,http://www.sourisbasintransit.com,,939267555,,,,,,,,,23,,23,,,
8R03-80303,8R03-010,City of Minot ,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,5006,Minot,ND,58701,5006,8,https://www.minotnd.org/294/City-Transit,,076498799,,,,,,,,,5,,5,,,
8R03-88222,,Wildrose Public Transportation,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R03,North Dakota Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,703,Wildrose,ND,58795,,8,http://wildrosepublictransport.com,,079988430,,,,,,,,,2,,2,,,
8R04,8R04,South Dakota Department of Transportation,SDDOT,,Active,State Reporter,Rural,,,,,9/30/2019,1/31/2020,700 East Broadway Avenue,,,Pierre,SD,57501,2586,8,http://www.sddot.com/transportation/transit/,1160,809588098,,,,,,,,,,,,,,
8R04-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,8R04,South Dakota Department of Transportation,Intercity Bus,9/30/2019,1/31/2020,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.jeffersonlines.com,1144,796370567,,,,,,,,,,,,,,
8R04-80112,8R04-018,"SESDAC, Inc ",,Vermillion Public Transit ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,604 1/2 High Street,,,Vermillion,SD,57069,,8,http://www.sesdac.org,,107606402,,,,,,,,,5,,5,,,
8R04-80116,8R04-009,City of Mitchell - Palace Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,300 W 1st Street,,,Mitchell,SD,57301,,8,http://www.cityofmitchell.org,,040914277,,,,,,,,,9,,9,,,
8R04-80126,8R04-001,City of Aberdeen - Aberdeen Ride Line,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,205 N 4th Street,,,Aberdeen,SD,57401,,8,http://www.aberdeen.sd.us,,077636256,,,,,,,,,13,,13,,,
8R04-80153,8R04-010,People's Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,120 Wyoming SW,,,Huron,SD,57350,2759,8,http://www.peoplestransithuron.com/,,005038828,,,,,,,,,19,,19,,,
8R04-80154,8R04-005,City of Brandon - Brandon City Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,,,199,Madison,SD,57042,199,8,http://www.brandon.govoffice.com,,556300200,,,,,,,,,3,,3,,,
8R04-80158,8R04-007,City of Dell Rapids - Dell Rapids Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,,,199,Madison,SD,57042,199,8,www.cityofdellrapids.org,,170381602,,,,,,,,,1,,1,,,
8R04-80171,8R04-011,CCTS d/b/a River Cities Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,1600 E Dakota Ave,,,Pierre,SD,57501,,8,www.rcptransit.com,,012000951,,,,,,,,,64,,64,2,0,
8R04-80182,8R04-012,Rural Office of Community Services,ROCS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,,,70,Lake Andes,SD,57356,70,8,www.rocsinc.org,,150649457,25,"34,000",,,,,,,30,,30,,,
8R04-80187,8R04-003,Brookings Area Transit Authority,BATA,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,419 Western Avenue,,,Brookings,SD,57006,,8,http://www.brookingsareatransit.com,,105451970,,,,,,,,,22,,22,,,
8R04-80190,8R04-008,"East Dakota Transit, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,,,199,Madison,SD,57042,199,8,http://www.madisonsd.com,,067103999,,,,,,,,,2,,2,,,
8R04-80232,8R04-025,"Groton Community Transit, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,,,693,Groton,SD,57445,693,8,,,164190092,,,,,,,,,3,,3,24,0,
8R04-80244,8R04-019,Watertown Area Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,205 1st Avenue NE,,,Watertown,SD,57201,,8,http://www.watertowntransit.com/,,625416263,,,,,,,,,9,,9,,,
8R04-80253,8R04-020,"West River Transit Authority, Inc.",,Prairie Hills Transit ,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,2015 Tumble Weed Trail,,,Spearfish,SD,57783,,8,http://www.prairiehillstransit.com,,039995795,,,,,,,,,30,,30,6,0,
8R04-80271,8R04-021,"Yankton Transit, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,3113 Spruce,,156,Yankton,SD,57078,,8,https://www.yanktontransit.com/,,008425812,,,,,,,,,17,,17,,,
8R04-80282,8R04-006,Inter-Lakes Community Action,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,,,268,Madison,SD,57042,268,8,www.interlakescap.com,,102298288,,,,,,,,,3,,3,,,
8R04-80297,8R04-016,Spink County Public Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,728 S Main Street,,,Redfield,SD,57469,1128,8,http://www.redfield-sd.com,,166973784,,,,,,,,,3,,3,3,0,
8R04-80300,8R04-004,"Community Transit, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R04,South Dakota Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,420 2nd Avenue East,,27,Sisseton,SD,57262,27,8,http://www.Sissetoncommunitytransit.com,,198075384,,,,,,,,,18,,18,,,
8R05,8R05,Wyoming Department of Transportation,WYDOT,,Active,State Reporter,Rural,,,,,9/30/2019,1/31/2020,Office of Local Gov't Coordination,5300 Bishop Boulevard,,Cheyenne ,WY,82009,,8,http://www.dot.state.wy.us/,1168,008868308,,,,,,,,,,,,,,
8R05-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,8R05,Wyoming Department of Transportation,Intercity Bus,9/30/2019,1/31/2020,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.jeffersonlines.com,1144,796370567,,,,,,,,,,,,,,
8R05-70269,8R01-037,"Black Hills Stage Lines, Inc.",,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,8R05,Wyoming Department of Transportation,Intercity Bus,9/30/2019,1/31/2020,720 E Norfolk Avenue,,,Norfolk,NE,68701,,7,www.blackhillsstagelines.com,1168,045271582,,,,,,,,,,,,,,
8R05-80120,8R05-035,"South Big Horn Senior Citizens, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Asset Subrecipient,9/30/2019,1/31/2020,471 South 2nd Street,,,Greybull,WY,82426,,8,https://www.wyosocialresources.info/social_resources/south-big-horn-senior-citizens-center/,1168,106574460,,,,,,,,,,,,,,
8R05-80121,8R05-008,Fremont County Association of Governments,WRTA,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,2554 Airport Road,,,Riverton,WY,82501,,8,http://www.wrtabuslines.com,1168,016171337,,,,,,,,,14,,14,,,
8R05-80131,8R05-032,"High Country Senior Citizens, Inc",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Asset Subrecipient,9/30/2019,1/31/2020,504 Hayes Street,,,Dubois,WY,82513,,8,https://www.highcountryseniorcitizens.com/,1168,839354719,,,,,,,,,,,,,,
8R05-80140,8R05-006,University of Wyoming,,,Active,Rural Reporter,Rural,University,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,462 N. 10th Street,,,Laramie,WY,82072,,8,http://www.uwyo.edu/tap/transit/index.html,1168,069690956,,,,,,,,,18,,18,,,
8R05-80151,8R05-023,Buffalo Senior Center Inc,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,671 W. Fetterman,,941,Buffalo,WY,82834,,8,http://www.buffaloseniorcenter.com,1168,182319095,,,,,,,,,5,,5,,,
8R05-80163,8R05-003,Campbell County Senior Citizens Association Inc,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,701 Stocktrail Avenue,,,Gillette,WY,82716,,8,https://www.ccgov.net/1971/Senior-Center,1168,182319707,,,,,,,,,8,,8,,,
8R05-80178,8R05-038,Kemmerer Senior Citizens Association,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,105 JC Penney Drive,,,Kemmerer,WY,83101,2941,8,https://www.wyosocialresources.info/social_resources/kemmerer-senior-center/,1168,081826752,,,,,,,,,2,,2,,,
8R05-80180,8R05-037,Senior Center of Jackson Hole,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Asset Subrecipient,9/30/2019,1/31/2020,830 East Hansen,,,Jackson,WY,83001,,8,www.seniorcenterjh.org,1168,168651534,,,,,,,,,,,,,,
8R05-80185,8R05-007,Riverton Senior Center,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,211 Smith Street,,,Riverton,WY,82501,,8,https://www.rivertonseniorcenter.com,1168,060611720,,,,,,,,,4,,4,,,
8R05-80188,8R05-010,Southern Teton Area Rapid Transit,START,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,55 Karns Meadows Dr,,1687,Jackson,WY,83001,,8,http://www.startbus.com/,1722,137683533,,,,,,,,,21,,21,,,
8R05-80193,8R05-011,Senior Citizens Council,Sheridan Mini-Bus,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,211 Smith Street,,,Sheridan,WY,82801,,8,http://www.sheridanseniorcenter.org,1168,039327390,,,,,,,,,11,,11,,,
8R05-80199,8R05-025,"North Big Horn Senior Center, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Asset Subrecipient,9/30/2019,1/31/2020,757 Great Western Avenue,,,Lovell,WY,82431,,8,https://www.wyosocialresources.info/social_resources/north-big-horn-senior-citizens-center/,1168,166341362,,,,,,,,,,,,,,
8R05-80209,8R05-049,"Hot Springs County Senior Citizens Center, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Asset Subrecipient,9/30/2019,1/31/2020,206 Senior Avenue,,,Thermopolis,WY,82443,,8,http://www.hscseniorctr.com/,1168,168657203,,,,,,,,,,,,,,
8R05-80216,8R05-024,Converse County Aging Services,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Rural General Public Transit,9/30/2019,1/31/2020,"1471 Dewar Drive, Suite 247",,,Douglas,WY,82633,,8,https://conversecountyaginginc.com/,1168,139500755,,,,,,,,,5,,5,,,
8R05-80217,8R05-041,"Niobrara Senior Center, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,8R05,Wyoming Department of Transportation,Asset Subrecipient,9/30/2019,1/31/2020,611 East 6th Street,,,Lusk,WY,82225,,8,http://www.luskwyoming.com/senior.html,1168,182444430,,,,,,,,,,,,,,
